,term,weight,occurrences,documents_in,sentences_in
176,actually tax,0.0001868801378240797,1,doc2.txt,"How else could he offer a health care plan that would actually tax people's benefits, or an education plan that would do nothing to help families pay for college, or a plan that would privatize Social Security and gamble your retirement?"
177,adapting,0.00020950214102195608,1,doc1.txt,"Each of us, in our own lives, will have to accept responsibility - for instilling an ethic of achievement in our children, for adapting to a more competitive economy, for strengthening our communities, and sharing some measure of sacrifice."
178,adapting competitive,0.00020950214102195608,1,,
179,add,0.0001905384283572384,1,"doc6.txt, doc5.txt, doc4.txt, doc2.txt","Additional steps should also be taken to consolidate and secure dangerous pathogen collections, strengthen bio-reconnaissance networks to provide early warning of bio-attack and natural disease outbreaks, and have our experts work together to develop improved medical countermeasures. 
        
        Additionally, in the last few years, we've seen some disturbing trends from Russia itself - the deterioration of democracy and the rule of law, the abuses that have taken place in Chechnya, Russian meddling in the former Soviet Union - that raise serious questions about our relationship. 
        
        I also saw their ability to ensure that shortcomings were addressed and programs were implemented correctly. 
        
        I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences."
180,add legitimacy,0.0001905384283572384,1,doc5.txt,"But we should know that our success in doing so is enhanced by engaging our allies so that we receive the crucial diplomatic, military, intelligence, and financial support that can lighten our load and add legitimacy to our actions."
181,addiction,0.0005437979041585134,2,doc2.txt,"Washington's been talking about our oil addiction for the last thirty years, and John McCain has been there for twenty-six of them. 
        
        Now is the time to end this addiction, and to understand that drilling is a stop-gap measure, not a long-term solution."
182,addiction thirty,0.0003206497073955594,1,,
183,addiction understand,0.0002558370886880406,1,,
184,adding,0.0004376950394672337,2,doc5.txt,"And, while some have proposed escalating this war by adding thousands of more troops, there is little reason to believe that this will achieve these results either. 
        
        It’s not clear that these troop levels are sustainable for a significant period of time, and according to our commanders on the ground, adding American forces will only relieve the Iraqis from doing more on their own."
185,adding american,0.00021075812564889612,1,doc5.txt,"It’s not clear that these troop levels are sustainable for a significant period of time, and according to our commanders on the ground, adding American forces will only relieve the Iraqis from doing more on their own."
186,adding thousands,0.00025324772842773025,1,doc5.txt,"And, while some have proposed escalating this war by adding thousands of more troops, there is little reason to believe that this will achieve these results either."
187,addition,0.0004436100793584485,2,"doc6.txt, doc5.txt, doc4.txt","Additional steps should also be taken to consolidate and secure dangerous pathogen collections, strengthen bio-reconnaissance networks to provide early warning of bio-attack and natural disease outbreaks, and have our experts work together to develop improved medical countermeasures. 
        
        Additionally, in the last few years, we've seen some disturbing trends from Russia itself - the deterioration of democracy and the rule of law, the abuses that have taken place in Chechnya, Russian meddling in the former Soviet Union - that raise serious questions about our relationship. 
        
        The addition of 4,000 American troops in Baghdad has not succeeded in securing that increasingly perilous city. 
        
        Drawing down our troops in Iraq will allow us to redeploy additional troops to Northern Iraq and elsewhere in the region as an over-the-horizon force."
188,addition 000,0.0002657447923466808,1,,
189,addition know,0.00020453166772073134,1,,
190,additional,0.00036837697063104685,2,"doc6.txt, doc5.txt","Additional steps should also be taken to consolidate and secure dangerous pathogen collections, strengthen bio-reconnaissance networks to provide early warning of bio-attack and natural disease outbreaks, and have our experts work together to develop improved medical countermeasures. 
        
        Additionally, in the last few years, we've seen some disturbing trends from Russia itself - the deterioration of democracy and the rule of law, the abuses that have taken place in Chechnya, Russian meddling in the former Soviet Union - that raise serious questions about our relationship. 
        
        Drawing down our troops in Iraq will allow us to redeploy additional troops to Northern Iraq and elsewhere in the region as an over-the-horizon force."
191,additional steps,0.00015253075526354003,1,doc6.txt,"Additional steps should also be taken to consolidate and secure dangerous pathogen collections, strengthen bio-reconnaissance networks to provide early warning of bio-attack and natural disease outbreaks, and have our experts work together to develop improved medical countermeasures."
